True	synonym
amiss	near
amiss	normal
amiss	powerful
amiss	proficient
amiss	proper
amiss	properly
amiss	rectify
amiss	redress
amiss	respectable
amiss	right
amiss	right-hand
amiss	righteous
amiss	rightfield
amiss	ripe
amiss	safe
amiss	salutary
amiss	secure
amiss	skilful
amiss	skillful
amiss	sound
amiss	soundly
amiss	substantially
amiss	swell
amiss	true
amiss	unspoiled
amiss	unspoilt
amiss	upright
amiss	well
amiss	wellspring
amount	go
amount	here
amount	no
amount	yesterday
amour	non-involvement
amp	code
amp	com
amp	l
amp	less
amp	little
amp	lower
amp	minimally
amp	minus
amp	none
amp	poorly
amp	unlike
ampere	code
ampere	l
ampere	less
ampere	little
ampere	lower
ampere	minimally
ampere	minus
ampere	none
ampere	poorly
ampere	unlike
amphibian	aquatic
amphibious	aquatic
amphoteric	acidic
ampl	meager
ample	insignificant
ample	meager
ample	poor
amplification	loss
amplify	contract
amply	completely
amply	incompletely
amply	less
amply	meagerly
amusing	crazy
an	cholecalciferol
an	d
an	none
anabolism	catabolism
anaerobic	aerobic
anal	oral
analog	oblique
analogue	digital
analogue	oblique
analyse	synthesize
analysis	synthesis
analytic	synthetic
analytical	synthetic
analyze	synthesize
anatomy	ground
anatomy	none
ancestor	descend
ancestor	descendant
ancestry	ascent
anchor	figure
androgynous	female
ane	anybody
ane	huh
ane	individual
ane	klein
ane	nah
ane	nay
ane	nil
ane	nobody
ane	non
ane	none
ane	okay
ane	person
ane	refrain
ane	zero
angelic	sour
anglican	nonconformist
anglophilia	anglophobia
angry	felicitous
angry	glad
angry	happy
angry	tame
angry	well-chosen
angstrom	code
angstrom	com
angstrom	l
angstrom	less
angstrom	little
angstrom	lower
angstrom	minimally
angstrom	minus
angstrom	none
angstrom	poorly
angstrom	unlike
anguish	fair
anguish	good
anguish	pleasure
anguish	right
angular	round
ani	eve
ani	even
ani	evening
ani	eventide
ani	fifty-fifty
ani	flush
ani	level
ani	regular
ani	still
animal	flora
animate	break
animate	inanimate
animation	alive
animation	dead
anion	cation
anionic	cationic
anisotropic	isotropic
anisotropy	isotropy
anneal	untempered
annex	flexion
annexe	flexion
annie	eve
annie	even
annie	evening
annie	eventide
annie	fifty-fifty
annie	flush
annie	level
announce	undeclared
annoy	soothe
annoyance	pleasure
annoyed	happy
annual	perennial
annul	applicable
annul	obverse
anode	cathode
anodic	cathodic
anomalous	aright
anomalous	compensate
anomalous	convention
anomalous	correct
anomalous	correctly
anomalous	decent
anomalous	decently
anomalous	flop
anomalous	good
anomalous	justly
anomalous	mightily
anomalous	mighty
anomalous	pattern
anomalous	powerful
anomalous	proper
anomalous	properly
anomalous	rectify
anomalous	redress
anomalous	right
anomalous	rightfield
anomalous	ripe
anomalous	rule
anovulation	ovulation
answer	anymore
answer	question
answer	today
antagonist	agonist
antagonistic	compatible
antecedent	descendant
antecedent	subsequent
antedate	postdate
antenatal	perinatal
anterior	later
anterior	posterior
anterograde	retrograde
anti	pro
anti-american	pro-american
anticholinergic	cholinergic
anticlimactic	climactic
anticlockwise	clockwise
anticyclone	cyclone
antipathetic	conciliatory
antiphonal	unresponsive
antiseptic	septic
anxious	easy
anxious	quiet
anybody	ace
anybody	ane
anybody	everybody
anybody	i
anybody	matchless
anybody	nonpareil
anybody	single
anybody	unitary
anybody	unity
anybody	unmatchable
anybody	unmatched
anybody	unrivaled
anybody	unrivalled
anymore	act
anymore	addition
anymore	advantageously
anymore	afterward
anymore	answer
anymore	arrange
anymore	behave
anymore	belated
anymore	cause
anymore	coif
anymore	coiffure
anymore	come
anymore	comfortably
anymore	complete
anymore	considerably
anymore	decent
anymore	directly
anymore	dress
anymore	easily
anymore	elder
anymore	elderly
anymore	entirely
anymore	erstwhile
anymore	eve
anymore	even
anymore	eventide
anymore	exclusively
anymore	execute
anymore	exercise
anymore	far
anymore	fare
anymore	farsighted
anymore	farther
anymore	fifty-fifty
anymore	flush
anymore	foresighted
anymore	former
anymore	forthwith
anymore	fountainhead
anymore	further
anymore	good
anymore	heretofore
anymore	hitherto
anymore	immediately
anymore	instantly
anymore	intimately
anymore	late
anymore	later
anymore	level
anymore	lone
anymore	lonesome
anymore	long
anymore	longer
anymore	make
anymore	merely
anymore	more
anymore	most
anymore	nearly
anymore	no
anymore	nonetheless
anymore	notwithstanding
anymore	now
anymore	nowadays
anymore	old
anymore	one-time
anymore	onetime
anymore	over
anymore	perform
anymore	plenty
anymore	plus
anymore	positive
anymore	posterior
anymore	practice
anymore	practise
anymore	previous
anymore	quondam
anymore	recent
anymore	regular
anymore	retentive
anymore	senior
anymore	serve
anymore	set
anymore	simply
anymore	solitary
anymore	sr.
anymore	still
anymore	straightaway
anymore	subsequently
anymore	substantially
anymore	suffice
anymore	sufficiency
anymore	summation
anymore	swell
anymore	tardy
anymore	tenacious
anymore	today
anymore	ulterior
anymore	virtually
anymore	well
anymore	well-nigh
anymore	wellspring
anymore	withal
anyways	as
anyways	even
anyways	so
apace	slowly
apart	barely
apart	entirely
apart	equitable
apart	exactly
apart	exclusively
apart	fair
apart	good
apart	lone
apart	lonesome
apart	merely
apart	plainly
apart	precisely
apart	scarcely
apart	simply
apart	sole
apart	solely
apart	solitary
apart	upright
apartment	natural
aperiodic	periodic
aphelion	perihelion
aplacental	placental
aplomb	bad
aplomb	dirty
aplomb	harsh
aplomb	heat
aplomb	insensitive
aplomb	uncool
apoapsis	periapsis
apocrine	eccrine
apogee	perigee
apologetic	unapologetic
apotheosis	satisfactory
apotheosis	undesirable
apotheosis	unsatisfactory
appal	acceptable
appal	right
appal	safe
appall	acceptable
appall	right
appall	safe
apparent	fancy
apparently	fancy
apparently	surprisingly
appeal	repel
appear	disappear
appearance	disappearance
appearance	no
appease	depart
append	demand
appetising	unappetizing
appetizing	unappetizing
applaud	boo
appliance	inconvenience
applicable	accusative
applicable	aim
applicable	airy
applicable	annul
applicable	arguable
applicable	avoid
applicable	barf
applicable	cast
applicable	cat
applicable	consider
applicable	crazy
applicable	debatable
applicable	debate
applicable	deliberate
applicable	demented
applicable	disgorge
applicable	disgusted
applicable	disputable
applicable	disused
applicable	documentary
applicable	emptiness
applicable	empty
applicable	evacuate
applicable	excess
applicable	extra
applicable	extraneous
applicable	ghastly
applicable	grim
applicable	grisly
applicable	gruesome
applicable	honk
applicable	ill
applicable	immaterial
applicable	impertinent
applicable	impossible
applicable	impracticable
applicable	impractical
applicable	inadequate
applicable	inapplicable
applicable	inappropriate
applicable	incompatible
applicable	inconceivable
applicable	incorporeal
applicable	infeasible
applicable	insufferable
applicable	invalidate
applicable	irrelevant
applicable	macabre
applicable	mad
applicable	moot
applicable	n.a.
applicable	na
applicable	nauseous
applicable	newton
applicable	nitrogen
applicable	none
applicable	nonmaterial
applicable	normality
applicable	north
applicable	northward
applicable	nothingness
applicable	null
applicable	nullify
applicable	nullity
applicable	object
applicable	objective
applicable	obsolete
applicable	orthogonal
applicable	pale
applicable	pallid
applicable	poor
applicable	poorly
applicable	puke
applicable	purge
applicable	purposeless
applicable	quash
applicable	queasy
applicable	regurgitate
applicable	seedy
applicable	senseless
applicable	short
applicable	sick
applicable	sickly
applicable	sodium
applicable	spare
applicable	spew
applicable	superfluous
applicable	supernumerary
applicable	surplus
applicable	target
applicable	tautological
applicable	unacceptable
applicable	unachievable
applicable	unattainable
applicable	unavailable
applicable	unbalanced
applicable	undoable
applicable	unenforceable
applicable	unequal
applicable	unfeasible
applicable	unimaginable
applicable	unnecessary
applicable	unneeded
applicable	unrealizable
applicable	unsuitable
applicable	unwell
applicable	unworkable
applicable	vacuum
applicable	visionary
applicable	vitiate
applicable	void
applicable	vomit
applicable	wan
applicable	windy
application	acknowledge
application	apply
application	arrogate
application	bang
application	bed
application	bonk
application	call
application	certain
application	certainly
application	claim
application	eff
application	employ
application	enforce
application	exact
application	experience
application	give
application	hold
application	hump
application	implement
application	indisputable
application	jazz
application	know
application	love
application	petition
application	postulation
application	practice
application	quest
application	recognise
application	recognize
application	request
application	sure
application	surely
application	take
application	title
application	use
application	utilise
application	utilize
apply	abidance
apply	aim
apply	application
apply	coating
apply	compliance
apply	compliancy
apply	conformation
apply	conformity
apply	covering
apply	deference
apply	defy
apply	design
apply	determination
apply	diligence
apply	function
apply	idle
apply	implementation
apply	intent
apply	intention
apply	lotion
apply	no
apply	object
apply	objective
apply	propose
apply	purport
apply	purpose
apply	resolve
apply	role
apply	submission
apply	target
apply	unencumbered
apply	unused
apply	use
appoint	elect
appoint	limited
appointive	elective
apportion	open
apportion	unfilled
apportion	unoccupied
apportion	unshared
apportion	vacant
appreciate	depreciate
appreciation	depreciation
appreciation	name
apprise	depreciate
approach	available
approach	far
approach	here
approach	retreat
approach	yesterday
approachability	inaccessibility
approachable	inaccessible
approachable	unapproachable
approachable	unavailable
approbation	disapprobation
appropriate	act
appropriate	actuate
appropriate	affect
appropriate	amiss
appropriate	arguable
appropriate	awkward
appropriate	awry
appropriate	bad
appropriate	badly
appropriate	badness
appropriate	barf
appropriate	baseless
appropriate	big
appropriate	blemish
appropriate	cast
appropriate	cat
appropriate	chuck
appropriate	clumsy
appropriate	conceited
appropriate	consider
appropriate	crazy
appropriate	crude
appropriate	cumbersome
appropriate	damage
appropriate	debatable
appropriate	debate
appropriate	defective
appropriate	deliberate
appropriate	deny
appropriate	desirable
appropriate	despicable
appropriate	disgorge
appropriate	disgusted
appropriate	displace
appropriate	disputable
appropriate	egotistic
appropriate	egotistical
appropriate	excess
appropriate	excessive
appropriate	external
appropriate	extra
appropriate	extraneous
appropriate	faulty
appropriate	flawed
appropriate	foreign
appropriate	fruitless
appropriate	futile
appropriate	go
appropriate	goad
appropriate	gratuitous
appropriate	grim
appropriate	grisly
appropriate	groundless
appropriate	haywire
appropriate	helpless
appropriate	high-risk
appropriate	highly desirable
appropriate	honk
appropriate	hopeless
appropriate	idle
appropriate	ill
appropriate	ill-conceived
appropriate	ill-mannered
appropriate	ill-timed
appropriate	immaterial
appropriate	impertinent
appropriate	impress
appropriate	improper
appropriate	inadequate
appropriate	inapplicable
appropriate	inapt
appropriate	inauspicious
appropriate	incite
appropriate	incompatible
appropriate	inconvenient
appropriate	incorrect
appropriate	incorrectly
appropriate	indefensible
appropriate	ineffective
appropriate	ineffectual
appropriate	inept
appropriate	inexpedient
appropriate	inordinate
appropriate	insensitive
appropriate	insupportable
appropriate	internally displaced
appropriate	irrelevant
appropriate	macabre
appropriate	meaningless
appropriate	misdirect
appropriate	misguide
appropriate	mislead
appropriate	mistaken
appropriate	motivate
appropriate	move
appropriate	natural
appropriate	nauseous
appropriate	needle
appropriate	needless
appropriate	orthogonal
appropriate	outside
appropriate	pale
appropriate	pallid
appropriate	pointless
appropriate	poor
appropriate	poorly
appropriate	premature
appropriate	previous
appropriate	primitive
appropriate	proceed
appropriate	prompt
appropriate	puke
appropriate	purge
appropriate	purposeless
appropriate	queasy
appropriate	raw
appropriate	regretful
appropriate	regurgitate
appropriate	retch
appropriate	risky
appropriate	rude
appropriate	seedy
appropriate	senseless
appropriate	shall
appropriate	short
appropriate	sick
appropriate	sickly
appropriate	sleeveless
appropriate	slimy
appropriate	spare
appropriate	speculative
appropriate	spew
appropriate	spoilt
appropriate	sticky
appropriate	strike
appropriate	suitable
appropriate	superfluous
appropriate	surplus
appropriate	swollen
appropriate	tautological
appropriate	tough
appropriate	travel
appropriate	unable
appropriate	unavailing
appropriate	unbalanced
appropriate	uncivil
appropriate	uncollectible
appropriate	unconventional
appropriate	undesirable
appropriate	undue
appropriate	uneasy
appropriate	unenviable
appropriate	unequal
appropriate	unfit
appropriate	unfortunate
appropriate	unfounded
appropriate	ungainly
appropriate	unhelpful
appropriate	unjustifiable
appropriate	unjustified
appropriate	unlawful
appropriate	unmannered
appropriate	unnecessary
appropriate	unneeded
appropriate	unreasonable
appropriate	unsatisfactory
appropriate	unseasonable
appropriate	unsuitable
appropriate	untimely
appropriate	unwanted
appropriate	unwell
appropriate	unwise
appropriate	unworthy
appropriate	useless
appropriate	vain
appropriate	vile
appropriate	wan
appropriate	wild
appropriate	worst possible
appropriate	worthless
appropriate	worthy
appropriate	wretched
appropriate	wrong
appropriate	wrongfulness
appropriate	wrongly
appropriately	astonishingly
appropriately	inappropriately
appropriately	surprisingly
appropriateness	inappropriateness
approval	disapproval
approve	bad
approve	disapprove
approve	good
approve	hungry
approve	necessary
approve	no
approve	one
approve	right
approve	true
approximate	difficult
approximate	easily
approximate	easy
approximate	far
approximate	good
approximate	hard
approximate	right
approximate	smooth
approximately	far
approximately	here
approximately	there
apropos	unseasonably
